0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.468075752258300781e+01,1.398331737518310547e+01,3.913285064697265625e+01,2.765966987609863281e+01,2.163079738616943359e+00,2.629942417144775391e+00,2.106687927246093750e+01,1.342770843505859375e+02,2.167547607421875000e+01,6.890602874755859375e+01,1.063002853393554688e+02,2.124010467529296875e+01,8.887112426757812500e+01,9.511190795898437500e+01,1.519847583770751953e+01,0.000000000000000000e+00
3.106875610351562500e+01,5.493762969970703125e+00,4.130673599243164062e+01,2.810698127746582031e+01,3.316511869430541992e+00,2.343465805053710938e+00,3.201215362548828125e+01,1.259821319580078125e+02,2.151896286010742188e+01,8.351615905761718750e+01,9.550387573242187500e+01,2.115497398376464844e+01,1.017872161865234375e+02,8.547212982177734375e+01,1.488015460968017578e+01,0.000000000000000000e+00
3.170438766479492188e+01,9.151587486267089844e+00,3.962561416625976562e+01,2.762863731384277344e+01,2.724301576614379883e+00,2.720596790313720703e+00,3.172101783752441406e+01,1.273993225097656250e+02,2.187377166748046875e+01,8.466493988037109375e+01,9.489163208007812500e+01,2.030282211303710938e+01,1.059574813842773438e+02,8.084036254882812500e+01,1.479202747344970703e+01,0.000000000000000000e+00
2.643304252624511719e+01,4.937124729156494141e+00,5.017436599731445312e+01,3.283590316772460938e+01,2.374179840087890625e+00,1.677976489067077637e+00,7.740068435668945312e+00,1.497731323242187500e+02,1.521325778961181641e+01,5.706283187866210938e+01,1.181891860961914062e+02,1.951460075378417969e+01,9.372694396972656250e+01,9.489080047607421875e+01,1.054792976379394531e+01,0.000000000000000000e+00
2.621864318847656250e+01,6.954203128814697266e+00,4.603436660766601562e+01,3.326653671264648438e+01,2.109759807586669922e+00,2.039518356323242188e+00,6.974666595458984375e+00,1.512751159667968750e+02,1.512788391113281250e+01,4.363866424560546875e+01,1.275018157958984375e+02,2.010289955139160156e+01,8.163594818115234375e+01,1.032445983886718750e+02,1.156836032867431641e+01,0.000000000000000000e+00
2.796347045898437500e+01,6.842005729675292969e+00,4.205170822143554688e+01,3.259990692138671875e+01,2.219972372055053711e+00,2.759644269943237305e+00,7.021448612213134766e+00,1.472334747314453125e+02,1.722290992736816406e+01,4.670779037475585938e+01,1.247201156616210938e+02,1.961292648315429688e+01,8.126773834228515625e+01,1.029359588623046875e+02,1.199676895141601562e+01,0.000000000000000000e+00
2.766819953918457031e+01,7.755429744720458984e+00,4.164271163940429688e+01,3.260377883911132812e+01,2.010241270065307617e+00,3.176556587219238281e+00,6.707696914672851562e+00,1.594328155517578125e+02,1.240096759796142578e+01,3.610826492309570312e+01,1.416348419189453125e+02,1.540668201446533203e+01,8.291613769531250000e+01,1.038941040039062500e+02,8.757346153259277344e+00,0.000000000000000000e+00
2.655322456359863281e+01,4.181178569793701172e+00,4.801728057861328125e+01,3.138118171691894531e+01,2.287327527999877930e+00,1.872465252876281738e+00,3.178281021118164062e+01,1.535248870849609375e+02,1.350583362579345703e+01,1.517923927307128906e+01,1.528997802734375000e+02,1.802826309204101562e+01,3.359918975830078125e+01,1.379346160888671875e+02,1.151829624176025391e+01,0.000000000000000000e+00
2.642690467834472656e+01,4.490659236907958984e+00,4.710656356811523438e+01,3.082701301574707031e+01,2.392303466796875000e+00,1.866526603698730469e+00,3.366519546508789062e+01,1.512355194091796875e+02,1.402577114105224609e+01,1.931795501708984375e+01,1.501976623535156250e+02,1.820909881591796875e+01,2.468027496337890625e+01,1.436500091552734375e+02,1.193932342529296875e+01,0.000000000000000000e+00
3.014063262939453125e+01,5.453141212463378906e+00,4.616950607299804688e+01,3.228150939941406250e+01,2.176685571670532227e+00,1.885415911674499512e+00,3.655382156372070312e+01,1.475654449462890625e+02,1.522951889038085938e+01,2.424566268920898438e+01,1.440815124511718750e+02,1.977038192749023438e+01,3.350399398803710938e+01,1.296601715087890625e+02,1.299574089050292969e+01,0.000000000000000000e+00
3.103429222106933594e+01,2.359223365783691406e+00,4.062765884399414062e+01,3.599386978149414062e+01,1.635766625404357910e+00,3.688119411468505859e+00,1.781180381774902344e+01,1.609753723144531250e+02,1.093683815002441406e+01,1.487866020202636719e+01,1.548583374023437500e+02,1.629775810241699219e+01,7.357595825195312500e+01,1.118202743530273438e+02,7.590068817138671875e+00,0.000000000000000000e+00
3.321036911010742188e+01,8.280797004699707031e+00,4.120807266235351562e+01,3.341900634765625000e+01,2.749195337295532227e+00,2.603494882583618164e+00,1.974388885498046875e+01,1.345566406250000000e+02,1.911056137084960938e+01,8.658555603027343750e+01,9.298171234130859375e+01,1.818193054199218750e+01,1.156309738159179688e+02,7.175666046142578125e+01,1.008731555938720703e+01,0.000000000000000000e+00
3.184942626953125000e+01,9.959784507751464844e+00,3.815495681762695312e+01,3.235409545898437500e+01,2.663497447967529297e+00,2.449071407318115234e+00,2.339769554138183594e+01,1.303103942871093750e+02,2.105477523803710938e+01,8.008093261718750000e+01,9.724533081054687500e+01,1.950414848327636719e+01,1.071715164184570312e+02,7.866549682617187500e+01,1.291549777984619141e+01,0.000000000000000000e+00
3.252611923217773438e+01,1.000967311859130859e+01,4.084991836547851562e+01,3.293933868408203125e+01,3.117249727249145508e+00,2.381765365600585938e+00,2.238809776306152344e+01,1.287816467285156250e+02,2.505541610717773438e+01,7.203897094726562500e+01,1.005070419311523438e+02,2.298260879516601562e+01,9.749344635009765625e+01,8.691689300537109375e+01,1.563716411590576172e+01,0.000000000000000000e+00
